 0, 615.56177,-3.2527859,-5.0874727, 1.8346868,-5.9399902,0.85251747, 9815.2637  0.023666562, 1.0188213
 2130000,  554.8017,-3.6707991,  -5.32439, 1.6535909,-6.0999196,0.77552951, 9592.6771, 0.2045384, 1.0424619
 2140000, 553.57667,-3.6788049,-5.3287446, 1.6499397,-6.1244328,0.79568821, 9569.9297  0.074563742, 1.0449398
 2150000, 549.26469,-3.6440014,-5.2810892, 1.6370878,-6.0755047,0.79441545, 9650.4429  0.050976056, 1.0362219
 2160000, 560.22575,-3.6406683,-5.3104256, 1.6697574,-6.0974237,0.78699808, 9568.8765,0.19489984, 1.0450548
 2170000, 550.45602,-3.6909926,-5.3316312, 1.6406386,-6.1016123,0.76998102, 9683.2933  0.055112529, 1.0327065
 2180000, 551.17802,-3.6681029,-5.3108934, 1.6427905,-6.0945125, 0.7836191, 9607.3261, 0.1203357, 1.0408723
 2190000, 551.94017,-3.6924296,-5.3374917, 1.6450621,-6.1154915,0.77799975, 9575.8811,0.10450329, 1.0442903
 2200000, 557.28678,-3.6594232,-5.3204209, 1.6609977,-6.0960264,0.77560548, 9642.8816  0.097669309, 1.0370344
 2210000, 548.47698,-3.6833566,-5.3180966, 1.6347401,-6.0972774,0.77918078, 9616.8385,0.16895275, 1.0398428
 2220000, 550.42363,-3.6859529,-5.3264949, 1.6405421, -6.111999,0.78550412, 9584.0585,0.14858643, 1.0433993
 2230000, 550.53122,-3.6793284,-5.3201911, 1.6408627,-6.0882983,0.76810719, 9551.5703,0.15644196, 1.0469483
 2240000, 543.65772,-3.7082941,-5.3286703, 1.6203762,-6.1023452,0.77367498,  9583.108,0.10907336, 1.0435028
 2250000, 546.75124,-3.6932302,-5.3228267, 1.6295965,-6.1064612,0.78363452, 9609.9146,0.10452056,  1.040592
 2260000, 540.65861,-3.7206163,-5.3320536, 1.6114373, -6.120593,0.78853937, 9607.4572,0.11477365, 1.0408581
 2270000, 554.78303,-3.6886879,-5.3422232, 1.6535353,-6.1356365,0.79341323, 9577.1386,0.14208557, 1.0441532
 2280000, 549.19431,-3.7046127,-5.3414908, 1.6368781,-6.1189465,0.77745579, 9605.7831,0.11337386, 1.0410395
 2290000, 540.84611,-3.7482174,-5.3602136, 1.6119962,-6.1378813, 0.7776677, 9595.2565,0.12570969, 1.0421816
 2300000, 556.96262,-3.6642716,-5.3243031, 1.6600316,-6.0984961,0.77419295, 9570.8214,0.21454928, 1.0448424
 2310000,  544.0039,-3.7053061,-5.3267141,  1.621408,-6.1163971,0.78968293,  9578.003,0.10146456,  1.044059
 2320000, 542.27624,-3.7202247,-5.3364835, 1.6162587,-6.1129679,0.77648446, 9575.2175,0.16407584, 1.0443627
 2330000, 544.93243,-3.7213015, -5.345477, 1.6241755,-6.1302986,0.78482158, 9557.3752,0.11591504, 1.0463124
 2340000, 544.92503,-3.7290374,-5.3531908, 1.6241535,-6.1422159,0.78902505,9540.36, 0.1188176, 1.0481785
 2350000, 538.62421,-3.7301295,-5.3355033, 1.6053738,-6.1105704,0.77506708, 9598.7272  0.093007543, 1.0418048
 2360000, 549.07036,-3.6916902,-5.3281989, 1.6365086,-6.1258133,0.79761445,  9586.512,0.13759282, 1.0431323
 2370000, 545.65546,-3.7127394,-5.3390699, 1.6263305,-6.1215565, 0.7824866, 9605.3932  0.031442387, 1.0410818
 2380000, 545.51381,-3.7119945,-5.3379028, 1.6259083,-6.1147279, 0.7768251, 9629.8892  0.081601799, 1.0384335
 2390000, 542.14296,-3.7405358,-5.3563972, 1.6158615,-6.1357957,0.77939846, 9527.1701,0.18861162, 1.0496296
 2400000, 545.52013,-3.7147429,  -5.34067, 1.6259271,-6.1233932,0.78272315, 9586.9923,0.16559925,1.04308
 2410000, 537.82168,-3.7272697,-5.3302515, 1.6029819,-6.1107877,0.78053617, 9567.6373,0.10154817, 1.0451901
 2420000, 543.16613,-3.7174863,-5.3363973,  1.618911,-6.1145866,0.77818925, 9589.9525,0.14288163,  1.042758
 2430000, 547.39454,-3.7234786,-5.3549924, 1.6315138,-6.1221654,0.76717296, 9618.7794  0.091383311,  1.039633
 2440000, 546.55646,-3.7193157,-5.3483316, 1.6290159,-6.1200417,0.77171004, 9591.1571,0.14819814, 1.0426271
 2450000, 545.29462,-3.7290694,-5.3543244,  1.625255,-6.1262829,0.77195851, 9557.2396,0.14840816, 1.0463272
 2460000, 544.14254,-3.7442272,-5.3660485, 1.6218212,-6.1403278,0.77427939, 9569.9785,0.10491585, 1.0449344
 2470000, 543.41179,-3.7300699,-5.3497131, 1.6196432,-6.1264453,0.77673219, 9601.5234, 0.1214162, 1.0415014
 2480000, 538.59941, -3.750968,-5.3562679, 1.6052999,-6.1506642,0.79439624, 9508.3123,0.14255775, 1.0517114
 2490000, 536.15229,-3.7490793,-5.3470855, 1.5980062,-6.1258826,0.77879702, 9545.0382,0.15841044, 1.0476647
 2500000, 545.50162,-3.7123894,-5.3382614,  1.625872,-6.1352845,0.79702311, 9579.4396  0.081419108, 1.0439024
 2510000, 543.30654,-3.7376752,-5.3570047, 1.6193295,-6.1244706,0.76746585,  9632.732  0.064858454, 1.0381271
 2520000, 541.67375,-3.7429558,-5.3574187,  1.614463,-6.1425167,0.78509798, 9546.1339  0.095575849, 1.0475445
 2530000, 537.36397, -3.759801,-5.3614187, 1.6016177,-6.1425395,0.78112085, 9548.8793,0.12868209, 1.0472433
 2540000,  538.4836,-3.7417288,-5.3466835, 1.6049547,-6.1279246,0.78124106, 9554.5739,0.09600823, 1.0466191
 2550000, 539.21746,-3.7730524,-5.3801944,  1.607142,-6.1493181,0.76912369, 9542.3129,0.15605012,  1.047964
 2560000, 540.11522,-3.7894584,-5.3992762, 1.6098178, -6.161982,0.76270587, 9556.4419,0.12573403, 1.0464146
 2570000, 549.25372,-3.7162535,-5.3533087, 1.6370551,-6.1369474,0.78363879,  9615.651,0.10485704, 1.0399712
 2580000, 539.22015,-3.7717132,-5.3788632,1.60715,-6.1442533, 0.7653901, 9606.7687  0.049633272, 1.0409327
 2590000, 531.56301,-3.7788201,-5.3631479, 1.5843278,-6.1299218,0.76677393, 9611.6035  0.058511739, 1.0404091
 2600000, 542.91159,-3.7473452,-5.3654976, 1.6181524,-6.1510946,0.78559701, 9632.2  0.073648765, 1.0381844
 2610000, 536.58442,-3.7576566,-5.3569508, 1.5992942,-6.1163787,0.75942789, 9649.1155  0.056934468, 1.0363644
 2620000, 542.95733,-3.7838428,-5.4021315, 1.6182887,-6.1650157,0.76288423, 9522.0382  0.069292282, 1.0501953
 2630000, 535.99713,-3.7763725,-5.3739163, 1.5975438,-6.1488066,0.77489032, 9517.1852,0.14636039, 1.0507308
 2640000, 537.30758,-3.7699325,-5.3713821, 1.6014496,-6.1579398,0.78655777, 9543.8142  0.028651514, 1.0477991
 2650000, 537.82982,-3.7890708,-5.3920769, 1.6030061,-6.1471901,0.75511313, 9589.8804,0.15599941, 1.0427659
 2660000, 536.09731,-3.7933992,-5.3912415, 1.5978424,-6.1620602,0.77081873, 9492.4793, 0.1532833, 1.0534656
 2670000, 540.86607,-3.7863946,-5.3984503, 1.6120557,-6.1750246,0.77657432, 9501.2613, 0.1512817, 1.0524918
 2680000, 529.14409,-3.7948102,-5.3719284, 1.5771182,-6.1342028,0.76227443,  9649.647  0.037604241, 1.0363073
 2690000, 533.63674,-3.8137064, -5.404215, 1.5905086,-6.1662021,0.76198708, 9504.4952,0.13023434, 1.0521337
 2700000, 534.83225,-3.8068244,-5.4008962, 1.5940718,-6.1794435,0.77854733, 9537.9317,0.14011904, 1.0484453
 2710000, 534.49948,-3.8117064,-5.4047864,1.59308,-6.1685661,0.76377967, 9588.3359  0.072626571, 1.0429338
 2720000, 542.43597,-3.7738814,-5.3906162, 1.6167348,-6.1412586, 0.7506424, 9527.3087,0.20598545, 1.0496144
 2730000, 540.47693,-3.7835124,-5.3944083, 1.6108958,-6.1546589,0.76025066, 9505.8159,0.15712992, 1.0519876
 2740000, 524.65473,-3.8111083,-5.3748459, 1.5637377,-6.1474344,0.77258842, 9584.0147  0.048944851, 1.0434041
 2750000,  543.9716,-3.7982808,-5.4195926, 1.6213118,-6.1853837,0.76579108, 9558.8575  0.082407901, 1.0461501
 2760000,  536.5582,-3.7871824,-5.3863984,  1.599216,-6.1457661,0.75936767, 9554.7565  0.099378793, 1.0465991
 2770000, 535.07665,-3.8121489,-5.4069492, 1.5948003,-6.1633691, 0.7564199,  9552.908,0.15748169, 1.0468017
 2780000, 535.57095,-3.7605542,-5.3568277, 1.5962735,-6.1266304,0.76980265, 9602.1755  0.076794328, 1.0414307
 2790000, 540.98896,-3.7851849,-5.3976069,  1.612422, -6.172485,0.77487817, 9544.7141  0.075527571, 1.0477003
 2800000, 534.75395,-3.7914389,-5.3852774, 1.5938385,-6.1589479,0.77367047, 9515.6401  0.088247526, 1.0509015
 2810000, 528.59186,-3.8295412,-5.4050135, 1.5754723,-6.1895651,0.78455161, 9571.0185 -0.0042788017, 1.0448209
 2820000, 532.27117,-3.7985927,-5.3850312, 1.5864385,-6.1495669,0.76453577, 9584.7963,0.10358694,  1.043319
 2830000,  532.4719,-3.8061293,-5.3931661, 1.5870368, -6.161794,0.76862783, 9515.7164,0.11582758,  1.050893
 2840000, 537.24755,-3.7990066,-5.4002773, 1.6012707,-6.1770163,0.77673903, 9504.4241,0.07499865, 1.0521416
 2850000, 527.28715,-3.7976304, -5.369214, 1.5715836,-6.1398432,0.77062915, 9597.4112,0.06097877, 1.0419476
 2860000, 529.92167,-3.8060458,-5.3854816, 1.5794358,-6.1561665,0.77068499, 9556.6419,0.11417997, 1.0463927
 2870000,  524.9179,-3.8621201,-5.4266421,  1.564522,-6.2032807,0.77663863, 9474.4276  0.094917108, 1.0554727
 2880000,  524.8379,-3.8136424, -5.377926, 1.5642836,-6.1484997,0.77057374, 9554.4604  0.041335294, 1.0466316
 2890000, 529.36863,-3.8422739,-5.4200614, 1.5777875,-6.1943093,0.77424789, 9542.9636  0.069329771, 1.0478925
 2900000, 524.39038,-3.8290206,-5.3919704, 1.5629498,-6.1497167,0.75774624, 9609.5125  0.063467171, 1.0406355
 2910000, 526.77026,-3.8204498,-5.3904928,  1.570043,-6.1661676,0.77567476, 9522.6105  0.085845476, 1.0501322
 2920000,  528.5874,-3.8026882,-5.3781472,  1.575459,-6.1471886,0.76904137, 9548.1143,0.12140842, 1.0473272
 2930000, 528.86614,-3.8377572, -5.414047, 1.5762898,-6.1885917, 0.7745447, 9525.4487  0.013281157, 1.0498193
 2940000, 528.92147,-3.8348778,-5.4113325, 1.5764547,-6.1787902,0.76745774, 9545.1733  0.048159589, 1.0476499
 2950000, 524.92319,-3.8512912, -5.415829, 1.5645378,-6.1800893,0.76426029, 9505.3535, 0.1389914, 1.0520387
 2960000, 529.48378, -3.811362,-5.3894927, 1.5781307,-6.1529835,0.76349083, 9568.8364,0.10008522, 1.0450591
 2970000, 522.47034,-3.8309751,-5.3882022, 1.5572271,-6.1546687,0.76646659,  9524.203  0.046768603, 1.0499566
 2980000, 534.56296,-3.8341478, -5.427417, 1.5932692,-6.1760564,0.74863933, 9599.4148  0.043472285, 1.0417302
 2990000, 524.70328,-3.8417873,-5.4056697, 1.5638824,-6.1742831,0.76861342, 9553.8869  0.065288029, 1.0466944
 3000000, 530.32078,-3.8236999,-5.4043253, 1.5806254, -6.174918,0.77059273, 9562.7826,0.06354887, 1.0457207
 3010000, 523.27717,-3.8768708,-5.4365027, 1.5596318,-6.1664028,0.72990007, 9553.1556  0.065039189, 1.0467745
 3020000, 527.26598,-3.8477915, -5.419312, 1.5715205,-6.1745425,0.75523053, 9481.0186,0.12277337,  1.054739
 3030000, 525.50592,-3.8697147,-5.4359894, 1.5662746,-6.2030718,0.76708243, 9538.0697  0.044617087, 1.0484302
 3040000, 519.53904,-3.8879672,-5.4364575, 1.5484903,-6.1876622,0.75120469, 9544.6377,0.10891031, 1.0477087
 3050000, 528.89379,-3.8307649,-5.4071371, 1.5763722,-6.1771571,0.77002003,9529.04,0.13897361, 1.0494237
 3060000, 530.40803,-3.8478636, -5.428749, 1.5808854,-6.1810665,0.75231744, 9532.3259, 0.1091727, 1.0490619
 3070000, 520.68346,-3.8644813,-5.4163826, 1.5519013,-6.1712406,0.75485804, 9536.0303  0.093465577, 1.0486544
 3080000, 515.78392,-3.8611806,-5.3984787, 1.5372981,-6.1735388,0.77506013, 9553.2255  0.065209675, 1.0467669
 3090000, 524.53805,-3.8512419,-5.4146318, 1.5633899,-6.1765469,0.76191515, 9512.4797,0.13537431, 1.0512506
 3100000, 522.50429,-3.8294986,-5.3868269, 1.5573283,-6.1855344,0.79870753, 9533.9748 -0.014134408, 1.0488805
 3110000, 523.98753,-3.8549547,-5.4167038, 1.5617491,-6.1947941,0.77809034, 9463.6035,0.18786174, 1.0566799
 3120000, 527.56442,-3.8478287,-5.4202387,1.57241,-6.1646385,0.74439983, 9554.7683,0.10211299, 1.0465979
 3130000, 529.66273, -3.866726,-5.4453901, 1.5786641, -6.192417,0.74702695, 9491.9083, 0.1608279, 1.0535289
 3140000, 524.57784,-3.8374852,-5.4009937, 1.5635085,-6.1518811,0.75088749, 9600.2265  0.044185669, 1.0416421
 3150000, 516.90279, -3.892721,-5.4333539, 1.5406329,-6.1870718,0.75371789, 9484.9153,0.14482824, 1.0543057
 3160000, 520.79995,-3.8945768,-5.4468253, 1.5522485,-6.1777162,0.73089096, 9539.6702,0.16912815, 1.0482543
 3170000, 527.25128,-3.8549038,-5.4263806, 1.5714767,-6.1857867,0.75940615, 9498.5178,0.14852615, 1.0527958
 3180000,  524.1925,-3.8607364,-5.4230964,1.56236,-6.1977516, 0.7746552, 9536.5744  0.092606134, 1.0485946
 3190000, 532.11536,-3.8598892,-5.4458633, 1.5859741,-6.2166047,0.77074141, 9528.6217  0.035036489, 1.0494697
 3200000, 515.60004,-3.9054033,-5.4421533, 1.5367501,-6.2027717, 0.7606184,  9479.565,0.14383959, 1.0549007
 3210000, 523.53893,-3.8734474,-5.4338594,  1.560412,-6.1957688,0.76190937, 9532.5111  0.078892475, 1.0490415
 3220000, 523.66116,-3.8622865,-5.4230628, 1.5607763,-6.1898, 0.7667372, 9517.1368  0.098818829, 1.0507362
 3230000, 516.54185,-3.9105135,-5.4500707, 1.5395572,-6.2023609,0.75229023, 9554.0153 0.0088121356, 1.0466803
 3240000, 516.94013,-3.8870936,-5.4278378, 1.5407442,-6.1736636,0.74582573, 9490.8791,0.18669281, 1.0536432
 3250000, 521.01681,-3.9040522, -5.456947, 1.5528948,-6.1896364,0.73268937, 9542.6395  0.035721512, 1.0479281
 3260000, 522.50169,-3.8884697,-5.4457902, 1.5573205,-6.2127444,0.76695427, 9507.1112  0.088682491, 1.0518442
 3270000, 528.42484,-3.8557687,-5.4307432, 1.5749745,-6.1756141,0.74487083, 9490.3511,0.17533419, 1.0537018
 3280000, 516.56844,-3.9036185,-5.4432549, 1.5396364,-6.2088584,0.76560355, 9498.2825  0.053969817, 1.0528219
 3290000, 513.14222,-3.9318363,-5.4612609, 1.5294245,-6.2117646,0.75050375, 9441.3577,0.11433094, 1.0591697
 3300000, 518.49711,-3.8932715,-5.4386564, 1.5453848,-6.1974003,0.75874391, 9483.4629,0.17159462, 1.0544671
 3310000, 524.58438,-3.8967471,-5.4602751,  1.563528,-6.2115128,0.75123766,  9491.508,0.12821644, 1.0535734
 3320000, 528.59167,-3.8802999,-5.4557716, 1.5754717,  -6.20205,0.74627837, 9533.5649,0.10225114, 1.0489256
 3330000, 523.36216,-3.8763381,-5.4362233, 1.5598851, -6.210304,0.77408072, 9471.7316,0.13499801, 1.0557732
 3340000, 514.91083,-3.9307015,-5.4653974, 1.5346959,-6.2031798,0.73778243, 9576.2673 0.0080395887, 1.0442482
 3350000, 522.20111,-3.8811245,-5.4375491, 1.5564246,-6.1925652, 0.7550161, 9525.3612,0.06300817,  1.049829
 3360000, 509.26659,-3.9187357,-5.4366089, 1.5178732,-6.1981456,0.76153671, 9479.9306,0.13544231,1.05486
 3370000, 522.98747,-3.9188489,-5.4776173, 1.5587684,-6.2292974, 0.7516801, 9433.6716,0.15223608, 1.0600327
 3380000, 523.55765,-3.9061419,-5.4666097, 1.5604678,-6.2250551,0.75844538,  9463.974,0.16832124, 1.0566386
 3390000, 521.13583,-3.8775918,-5.4308414, 1.5532495, -6.198068,0.76722667,  9530.467  0.082617273, 1.0492665
 3400000, 517.58406,-3.9541005, -5.496764, 1.5426635,-6.2463447,0.74958073, 9464.1505,0.10190175, 1.0566189
 3410000, 510.55861, -3.935998,-5.4577221, 1.5217241,-6.2085683,0.75084619,9466.78, 0.1659431, 1.0563254
 3420000, 514.56557,-3.9483042,-5.4819711, 1.5336668,-6.2313418,0.74937074, 9448.8707,0.15902756, 1.0583275
 3430000, 517.72256,-3.9376192,-5.4806955, 1.5430763,-6.2356492,0.75495367, 9447.7001,0.14042647, 1.0584587
 3440000, 520.08324,-3.9306555,-5.4807678, 1.5501123,-6.2262104,0.74544259, 9522.7083  0.039810073, 1.0501214
 3450000, 520.97034,-3.9329078, -5.485664, 1.5527563,-6.2449701,0.75930607, 9485.1069,0.17280855, 1.0542844
 3460000, 519.38753,-3.9145886,-5.4626273, 1.5480387, -6.210999,0.74837162, 9495.3175,0.11755604, 1.0531507
 3470000, 515.18751,-3.9151679,-5.4506884, 1.5355205,-6.1933481,0.74265968, 9505.1141  0.081168615, 1.0520652
 3480000, 523.26398,-3.8990686,-5.4586612, 1.5595925,-6.1876735,0.72901236, 9527.5368  0.070259382, 1.0495892
 3490000,  516.6714,-3.9278913,-5.4678345, 1.5399433,-6.2211988,0.75336425, 9456.0449  0.094546208, 1.0575246
 3500000, 514.92472,-3.9511478, -5.485885, 1.5347373,-6.2371044,0.75121942, 9474.1461  0.035575692, 1.0555041
 3510000, 520.37468,-3.9124245,-5.4634054, 1.5509809,-6.2171344,0.75372902, 9495.2142  0.083638611, 1.0531621
 3520000, 515.97954,-3.9130672,-5.4509484, 1.5378812, -6.200219,0.74927053, 9458.6371,0.16526013, 1.0572348
 3530000,  514.2977,-3.9500701,-5.4829385, 1.5328684,-6.2330837,0.75014522, 9463.4525,0.12781544, 1.0566968
 3540000, 515.65187,-3.9461877,-5.4830923, 1.5369046, -6.238703,0.75561071, 9445.2777,0.20691058, 1.0587301
 3550000, 510.13982,-3.9354222, -5.455898, 1.5204759,-6.1904347,0.73453667, 9469.8704,0.12279708, 1.0559807
 3560000, 515.41496,-3.9457456, -5.481944, 1.5361984,-6.2257653,0.74382125, 9452.5073  0.060398935, 1.0579204
 3570000, 510.03277,-3.9383615,-5.4585183, 1.5201568,-6.2116124,0.75309409, 9461.5793  0.056218548,  1.056906
 3580000, 513.27706,-3.9481289,-5.4779553, 1.5298264,-6.2372245,0.75926926, 9444.5696,0.10549064, 1.0588095
 3590000, 520.30432, -3.925013,-5.4757842, 1.5507712,-6.2229688,0.74718466, 9515.5961  0.094398438, 1.0509063
 3600000, 509.07173,-3.9635526, -5.480845, 1.5172924,-6.2104665,0.72962152, 9492.7648,0.13257871, 1.0534339
 3610000, 506.85871,-3.9871903,-5.4978868, 1.5106965,-6.2452693,0.74738246, 9515.9289  0.015552381, 1.0508696
 3620000, 517.37502, -3.937842,-5.4798824, 1.5420404,-6.2406695,0.76078718, 9439.8523,0.14311582, 1.0593386
 3630000, 516.27238,-3.9674316,-5.5061856,  1.538754,-6.2643541,0.75816849, 9430.5036,0.19269181, 1.0603888
 3640000, 511.08972,-3.9474794,-5.4707864,  1.523307,-6.2148574,0.74407103, 9507.3622,0.11608064, 1.0518165
 3650000, 505.29533,-3.9918751,-5.4979119, 1.5060368,-6.2546406,0.75672871, 9473.8237  0.055133649,1.05554
 3660000, 515.13655,-3.9559663,-5.4913349, 1.5353686,-6.2314464,0.74011148,  9498.077,0.16553283, 1.0528447
 3670000,  509.9254,-3.9777345,-5.4975712, 1.5198368,-6.2369185,0.73934725, 9476.2837  0.090020123,  1.055266
 3680000, 513.31092, -3.978551,-5.5084783, 1.5299273,-6.2441338,0.73565547, 9470.8898,0.12262247,  1.055867
 3690000, 511.64874,-3.9571295,-5.4821027, 1.5249732,-6.2274112,0.74530853, 9537.5709 -0.022401199,  1.048485
 3700000, 513.71051,-3.9738826,-5.5050009, 1.5311183,-6.2226187,0.71761779, 9506.6215  0.097279087, 1.0518984
 3710000, 515.52412,-3.9535689,-5.4900927, 1.5365238,-6.2329366,0.74284392,  9460.531,0.14906745, 1.0570231
 3720000, 510.61606, -3.983954,-5.5058493, 1.5218953,-6.2581895, 0.7523402, 9436.0893,0.12869471, 1.0597611
 3730000, 511.05082,-3.9816011,-5.5047922, 1.5231911,-6.2504669,0.74567474, 9394.3067,0.16771559, 1.0644745
 3740000, 511.00458,-3.9920493,-5.5151026, 1.5230533,-6.2763777,0.76127516, 9409.3901  0.068459326, 1.0627681
 3750000, 511.01624,-3.9507228,-5.4738108,  1.523088,-6.2030202,0.72920938, 9524.4675  0.090867746, 1.0499275
 3760000, 511.43156,-3.9931673,-5.5174932, 1.5243259,-6.2610707,0.74357755, 9461.4283  0.041598596, 1.0569229
 3770000, 507.64327,-3.9982023,-5.5112372, 1.5130349,-6.2651376, 0.7539005, 9455.7038  0.022997757, 1.0575627
 3780000, 515.21628,-3.9579873,-5.4935936, 1.5356063,-6.2512979,0.75770435, 9408.7306, 0.1457759, 1.0628426
 3790000,  512.8741,-3.9633471,-5.4919725, 1.5286254,-6.2355549,0.74358241, 9477.0385,0.12683681,  1.055182
 3800000, 513.13158,-3.9773516,-5.5067444, 1.5293928,-6.2442345,0.73749014, 9495.2699  0.014582406,  1.053156
 3810000, 509.75782,-4.0096133,-5.5289506, 1.5193373,-6.2663565,0.73740592, 9456.8327  0.099210718, 1.0574365
 3820000, 508.19287,-3.9649113,-5.4795842, 1.5146729,-6.2137012,  0.734117, 9541.9936  0.047718326,  1.047999
 3830000, 507.80138,-3.9763574,-5.4898635, 1.5135061,-6.2486896,0.75882615, 9441.7915  0.086538288,  1.059121
 3840000, 506.49637,-4.0255724,-5.5351889, 1.5096165,-6.2762246,0.74103568, 9435.9154,0.11872233, 1.0597806
 3850000, 514.28478,-4.0164453,-5.5492753, 1.5328299,-6.2806965,0.73142125, 9463.3165,0.19827747,  1.056712
 3860000, 507.06609,-3.9974158,-5.5087304, 1.5113146,-6.2422353, 0.7335049, 9475.5724,0.10224806, 1.0553452
 3870000, 507.84104,-4.0039637,-5.5175881, 1.5136243,-6.2572555,0.73966746, 9496.2213  0.066383966, 1.0530504
 3880000, 501.04447,-4.0323901,-5.5257572, 1.4933671,-6.2653907,0.73963358,  9472.927  0.062221179, 1.0556399
 3890000, 503.56081,-4.0199214,-5.5207885, 1.5008671, -6.269581,0.74879255, 9428.8249,0.11510639, 1.0605776
 3900000, 509.61624,-4.0010089,-5.5199243, 1.5189153,-6.2481307,0.72820646, 9426.7318,0.12580604,  1.060813
 3910000, 503.87528,-3.9874547, -5.489259, 1.5018043,-6.2498693,0.76061033, 9466.1982  0.016332634, 1.0563903
 3920000, 511.95261,-4.0182708,-5.5441496, 1.5258789,-6.2866049,0.74245527, 9371.2826,0.15284723, 1.0670898
 3930000, 509.69405,-4.0374656,-5.5566129, 1.5191472,-6.2806199,0.72400705, 9434.4501,0.11362714, 1.0599452
 3940000, 505.46808,-4.0290852,-5.5356369, 1.5065517, -6.255086,0.71944912, 9412.7548,0.16256973, 1.0623882
 3950000, 509.51581,-4.0204575,-5.5390735,  1.518616,-6.2731933,0.73411979, 9374.9912,0.12601046, 1.0666677
 3960000, 505.25731, -4.024563,-5.5304865, 1.5059235,-6.2571797,0.72669318, 9436.3303,0.13276347,  1.059734
 3970000, 508.10214, -4.018123,-5.5325256, 1.5144025,-6.2504346,0.71790904, 9430.1137, 0.1454004, 1.0604326
 3980000, 509.04106,-3.9995883,-5.5167893,  1.517201,-6.2516482,0.73485893, 9469.2218,0.10932959,  1.056053
 3990000, 498.58287,-4.0374086,-5.5234389, 1.4860303,-6.2518765,0.72843764, 9391.3564,0.27496746, 1.0648089
 4000000, 505.71959,-4.0330478,-5.5403491, 1.5073013,-6.2691432,0.72879412, 9408.7375,0.14495176, 1.0628419
 4010000, 504.22482,-4.0165118, -5.519358, 1.5028461,-6.2569307,0.73757269, 9407.2569, 0.1461168, 1.0630091
 4020000, 502.09031,-4.0450535,-5.5415377, 1.4964842,-6.2756731, 0.7341354, 9399.4537, 0.1457506, 1.0638916
 4030000, 501.91896,-4.0429722,-5.5389457, 1.4959735,-6.2781791,0.73923346, 9436.8121  0.066745541, 1.0596799
 4040000, 497.90691,-4.0561091,-5.5401246, 1.4840156,-6.2684175,0.72829285, 9441.4755, 0.1215744, 1.0591565
 4050000, 500.01465,-4.0382165,-5.5285143, 1.4902977,-6.2733844,0.74487017, 9395.0442,0.11767594, 1.0643909
 4060000, 492.72755,-4.0458495, -5.514428, 1.4685784,-6.2452236,0.73079561, 9437.9592,0.10775182, 1.0595511
 4070000, 497.41971,-4.0479683,-5.5305317, 1.4825635,-6.2672273,0.73669555, 9489.8094  0.086828628, 1.0537619
 4080000, 503.97746,-4.0238593,-5.5259682, 1.5021089,-6.2531637,0.72719548, 9493.6397  0.097033191, 1.0533368
 4090000, 504.45933,-4.0234287,-5.5269738, 1.5035451,-6.2753063,0.74833247, 9419.3023,0.10174792, 1.0616498
 4100000, 502.98518,-4.0428173,-5.5419687, 1.4991514,-6.2882109,0.74624216, 9345.5715,0.20883076, 1.0700255
 4110000, 499.60873,-4.0485285,-5.5376163, 1.4890878,-6.2658146,0.72819829, 9430.6049,0.13568262, 1.0603774
 4120000, 501.74389,-4.0547401,-5.5501918, 1.4954517,-6.2883588,0.73816701, 9379.0636,0.13840134, 1.0662045
 4130000, 502.92508,-4.0592319,-5.5582042, 1.4989723,-6.2824478,0.72424364, 9429.5858  0.056330083,  1.060492
 4140000, 491.36675,-4.0758672,-5.5403897, 1.4645226, -6.286103,0.74571328, 9444.7185  0.031746696, 1.0587928
